id,question,choices,answerKey
Mercury_7043505,Which interaction within an ecosystem is characterized by gradual change from one community of organisms to another?,"{'text': array(['symbiosis', 'food webs', 'energy pyramids', 'succession'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_SC_401733,The continuous changes of a seed to an adult plant that produces seeds is known as a,"{'text': array(['lunar cycle.', 'weekly cycle.', 'daily cycle.', 'life cycle.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_SC_402087,"When someone plays the flute, sound is produced because the air in the flute is","{'text': array(['hot.', 'neutral.', 'vibrating.', 'vaporizing.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
MSA_2015_5_24,Scientists compared Pluto with other objects in the solar system and found that Pluto is smaller than Earth's moon. This finding caused scientists to question whether Pluto is a planet because,"{'text': array([""Pluto gets less sunlight than Earth's moon"",
       'the other planets are much larger than Pluto',
       'the other planets have moons and Pluto does not',
       'Pluto rotates on its axis and the other planets do not'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_SC_401233,"When an iron nail wrapped in a copper wire is attached to a circuit, it forms","{'text': array(['a battery.', 'an engine.', 'an insulator.', 'an electromagnet.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7217788,Which gas accounts for the largest percentage of greenhouse gases in the atmosphere?,"{'text': array(['carbon monoxide', 'carbon dioxide', 'nitrous oxide',
       'water vapor'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
ACTAAP_2007_7_20,Which human body system attacks viruses and bacteria once they have invaded the body?,"{'text': array(['circulatory', 'endocrine', 'digestive', 'immune'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7221165,The atoms that make up oxygen gas,"{'text': array(['share two covalent bonds.', 'have a definite shape.',
       'share a pair of neutrons.', 'have two free electrons.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
VASoL_2007_3_36,A student wants to cut a piece of string for a class activity. The length of the string is measured BEST in which units?,"{'text': array(['Gallons', 'Liters', 'Miles', 'Centimeters'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_400498,"If the atomic mass number of an atom is 35, which statement is most accurate?","{'text': array(['The atom is not an isotope.',
       'The atomic number is less than 17.',
       'The atom has an odd number of neutrons.',
       'The number of protons does not equal the number of neutrons.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7188388,Biotic components need to be recycled through an ecosystem. Which type of organisms are best able to recycle nutrients back into the ecosystem?,"{'text': array(['decomposers', 'predators', 'producers', 'scavengers'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7136115,"Roger visited his grandfather who lives on a farm. While he was there, he helped his grandfather move hay out of the barn. As Roger worked in the barn he began sneezing. Which system of the body most likely caused Roger to sneeze?","{'text': array(['circulatory', 'excretory', 'digestive', 'immune'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
ACTAAP_2013_7_9,Why should plants be included in investigations about the water cycle?,"{'text': array(['Plants speed up the water cycle by removing carbon from the air.',
       'Plants start the water cycle when they make water in photosynthesis.',
       'Plants are part of the water cycle through the process of transpiration.',
       'Plants stop the water cycle because they absorb it and stop the flow to streams.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
AKDE&ED_2012_4_19,Which statement best identifies a basic need of all animals?,"{'text': array(['They need to eat.', 'They need to hide.', 'They need to jump.',
       'They need to smell.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
MCAS_2016_5_13,Which of the following describes an instinctive behavior?,"{'text': array(['a behavior that occurs only in adult fish',
       'a behavior that occurs only in small mammals',
       'a behavior that an animal learns how to do over time',
       'a behavior that an animal is born knowing how to do'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7267873,Which of these provide the best evidence that life could develop on Mars?,"{'text': array(['its atmospheric gases', 'its surface temperatures',
       'its craters and rocky surface', 'its ice and organic molecules'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_SC_407162,The primary reason that plants are important for an ecosystem is because they,"{'text': array(['provide energy for consumers.',
       'depend on other organisms for shelter.',
       'break down dead animal matter.', 'consume nutrients for energy.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7008890,Energy from the Sun reaches Earth by,"{'text': array(['radiation.', 'conduction.', 'convection.', 'thermal expansion.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
Mercury_7235900,Scientists study the current conditions of many solar system objects to gain insight into conditions early in the history of Earth. Which phenomenon most closely models current theories of early Earth?,"{'text': array(['liquid forming valleys on Mars',
       'hundreds of active volcanoes on Io',
       'rock and ice forming the core of Neptune',
       'ice covering the entire surface of Europa'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_SC_408323,"Jonathan places a pot of water on a stove. As the water boils, how does the state of the water change?","{'text': array(['from gas to liquid', 'from liquid to gas', 'from liquid to solid',
       'from solid to liquid'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_404795,Animal cells obtain energy by,"{'text': array(['processing sunlight.', 'absorbing nutrients.', 'growing.',
       'dividing.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7071628,Which illness is associated with a weakened immune system in the body?,"{'text': array(['tetanus', 'cancer', 'measles', 'rabies'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7183645,"In the human kidney, urea from the blood is filtered through the glomerular membrane into a nephron. The movement of urea across this membrane occurs without an input of energy. Which factor is the most likely reason urea absorption does not require energy?","{'text': array(['a pH imbalance', 'a pressure difference',
       'a temperature increase', 'a concentration gradient'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_7115448,The greatest amount of diversity can be found among which type of organism?,"{'text': array(['plants', 'animals', 'bacteria', 'fungi'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
Mercury_7223125,Which energy type is common enough in Nevada to make a significant contribution to the renewable energy needs of the state?,"{'text': array(['coal', 'geothermal', 'natural gas', 'petroleum'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
Mercury_7207428,"Until recently the Grand Canyon was thought to be about 5-6 million years old. Recently a scientist gathered data and wrote a paper for a scientific journal that indicated the canyon is about 17 million years old. Before this new information about the canyon is accepted, which of these needs to occur?","{'text': array(['The scientist needs to publish additional papers.',
       'The scientist needs to obtain government support.',
       'Other scientists need to state their beliefs.',
       'Many scientists need to evaluate the data.'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
Mercury_SC_400220,Which human trait is most likely inherited from a parent?,"{'text': array(['learning to ride a bike', 'holding a spoon', 'reading a book',
       'height'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
MCAS_2005_9_2,Foam weather stripping is often placed in the frames of doors and windows in a home. What is the purpose of this weather stripping?,"{'text': array(['The weather stripping increases heat transfer by radiation.',
       'Heat is conducted quickly through the weather stripping.',
       'The weather stripping reduces heat loss due to convection.',
       'Heat can transfer through the weather stripping due to reflection.'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
NYSEDREGENTS_2004_8_1,The items listed below were found in a science classroom. * a heart made of plastic with many of its parts labeled * clay formed to look like Earth and other planets * a giant plastic plant cell with removable cell parts These items are all examples of,"{'text': array(['models', 'experiments', 'variables', 'controls'], dtype=object), 'label': array(['1', '2', '3', '4'], dtype=object)}",1
MCAS_2008_8_5701,"For a technology project, Kyle came up with an idea to build a model bridge. He wants his bridge to span 50 cm and to support a 1 kg object. According to the engineering design process, which of the following should be Kyle's next step?","{'text': array(['construct prototypes of different kinds of bridges',
       'research the different designs of bridges',
       'gather the materials needed to build the bridge',
       'make a drawing to show how to build the bridge'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
